Unnamed: 0,סוג הנכס,עיר,שכונה,רחוב,חדרים,קומה,מחיר,מטרים,לשוטפים,ריהוט,מעלית,מזגן,חניה,מרפסת,סורגים,ממד,מחסן,משופצת,דוד שמש,חיות מחמד,תאור
71,דירה,נתניה והסביבה,נתניה,בן ציון ורמת חן,5.0,1,7700,117.0,0,0,1,1,1,1,0,1,0,1,0,0,"*חדש להשכרה דירה משודרגת בפרוייקט היוקרתי ?נבו נוף השרון״.*
 
*רחוב גאולה כהן 1*
 קומה 24 חזית.
 נוף מדהים רואה ים.
 דירת 5 חדרים.
 117 מ""ר.
 מרפסת 21 מ""ר+נקודת גז.
 מטבח משודרג עם אי גדול.
 יחידת הורים מפנקת.
 2 חניות בטאבו.
 כיווני אוויר צפון מערב.
מזגן מיני מרכזי.
 יציאה נגישה לכביש 2 (כביש החוף).
 מרכז מסחרי חדש ייפתח בסמוך לבניין.

לפרטים נוספים ו"
72,דירה,רעננה - כפר סבא,רעננה,"החי""ל 26",3.0,2,5100,75.0,0,0,0,1,0,1,0,0,0,1,0,0,"להשכרה, דירה, קומה 2, ברעננה
3 חדרים , מזגנים בחדרים ופרקט ובסלון מזגן נוסף .
קרובה לתחבורה ציבורית , הרחוב מקביל לרחוב אחוזה במרכז העיר"
73,יחידת דיור,כרמיאל והסביבה,כרמיאל,הדר;הערבה,2.0,1,2400,55.0,0,1,0,1,0,0,0,0,0,0,0,0,יחידת דיור 2 חדרים עם מזגן ריהוט חלקי מצב חדש עבר שיפוץ מיקום מרכזי בעיר קרוב להכול מחיר כולל הכול חוץ מחשמל
74,דירה,קיסריה והסביבה,קיסריה,נאות גולף 1,3.0,2,8000,68.0,0,0,0,0,0,1,0,0,0,1,0,0,"להשכרה, דירה משופצת כחדשה קומה 2, בקיסריה"
75,דירה,תל אביב,תל אביב יפו,מונטיפיורי,3.0,1,9500,75.0,0,0,1,1,1,1,0,1,0,0,0,0,"מגדל אלפא החדש ברחוב טל ישראל 5, דירת 3 חדרים בקומה 29 צפון-מערב נוף ישיר לים מהמרפסת ומ2 החדרים. 75 מ""ר + 14 מ""ר מרפסת. שומר 24/7 
מרחק הליכה מרוטשילד, TLV mall וכו. כולל חניה תת קרקעית. ללא תיווך"
76,דירה,באר שבע והסביבה,באר שבע,נחל קדרון 11,4.0,5,3800,112.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירת 4 חדרים מוארת מאוד שלושה כיווני אוויר חדשה מקבלן, שני חדרי רחצה  ושירותים (יחידת הורים משודרגת + חדר ארונות ,כריים חשמליות במטבח ,מזגן מיני מרכזי ,הנמכת תקרה עם ספוטים במסדרון ובמקלחת ,אינטרקום ומצלמה בכניסה + חניה מקורה, ומחסן 6.5 מ״ר בקומת כניסה (לובי)"
77,דירת גן,נתניה והסביבה,כפר יונה,אהבת אדם 91,5.0,0,8000,190.0,0,0,1,1,1,1,0,1,1,0,0,0,דירת גן חדשה עם שתי גינות - קידמית ואחורית. חדר הורים מאסטר עם מקלחת ושירותים ויציאה לגינה האחורית. פרויקט בוטיק בשכונת שרונה עם ג'ימוברי וחדר דיירים במתחם. מחסן תת קרקעי של 6 מטר ושתי חניות צמודות בחניות התת קרקעי (לא אחת אחרי השניה)
78,מרתף/פרטר,רמת גן - גבעתיים,רמת גן,רמת חן,2.0,1,4200,55.0,0,1,0,1,0,0,1,0,0,0,0,0,"יחידת דיור חדשה ומרווחת בת 2 חדרים, 55 מ""ר, בשכונת רמת חן. היחידה מאובזרת עם מטבח חדש, ריהוט חלקי, יש 3 כיווני אוויר וחצרות אנגלים. 
מיקום מרכזי ושקט, קרוב ליציאות לכביש 4 ולתל אביב. 
עדיפות ליחיד (לא מעשנים וללא בעלי חיים)"
79,דירה,חיפה וחוף הכרמל,עתלית,ההרדוף 16,2.5,1,3000,70.0,0,0,0,1,1,1,1,0,1,0,0,0,דירה ממוזגת רשתות בכל החלונות מרפסת קומה ראשונה חניה ללא הגבלה . מרחק הליכה מהרכבת ליד הסופר יש במרחק הליכה קופת חולים בית כנסת
80,יחידת דיור,גליל ועמקים,כפר יחזקאל,הרכבת 1,2.0,0,2500,50.0,0,0,0,1,1,1,0,0,0,0,0,0,"קרוואן בכפר יחזקאל, סלון עם מטבחון, מקלחת וחדר שינה, שני מזגנים, מרפסת גדולה עם פרגולה. המחיר כולל ארנונה ומיסי כפר"
81,דירה,באר שבע והסביבה,נתיבות,אריאל שרון 16,4.0,4,3300,130.0,0,0,1,1,1,1,0,1,1,0,0,0,דירה 4 חד' ביחידת הורים יש גם מקלחת ושירותים מזגן בכל חדר.בנוסך יש מיני מרכזי לסלון ולמטבח.מרפסת שמש עם נוף פתוח ללא בנייה עתידית.מחסן צמוד לדירה חדר כושר בבניין ושתי מעליות וחנייה פרטית אריאל שרון 38 בנייה של י'ח דימרי המבוקשת
82,דופלקס,אילת והערבה,אילת,שחמון,5.0,0,8000,205.0,0,0,0,1,1,0,1,1,0,0,0,1,"דופלקס גן בשכונת שחמון החדשה כניסה פרטית לגמרי עם מבואה ושער, חצר מאחורה עם יציאה מהסלון מטבח, 5 חדרים 3 שירותים 2 מקלחות בית שמור עם חניה פרטית אפשא בעלי חיים ואפילו רצוי! שכונה סגורה עם שער
תיווך"
83,דירה,"ראשל""צ והסביבה",ראשון לציון,"רמב""ם",4.0,1,5000,110.0,0,0,1,1,1,0,0,0,0,1,0,0,"דירה מקסימה קרובה לבתי ספר , סופר ומרכז העיר , 4 חדרים 
יש אפשרות לבעל חיים 
3 מזגנים
ועד 200 בחודש"
84,דירה,אשדוד - אשקלון,אשדוד,רובע ו,3.0,2,3900,70.0,0,0,0,1,1,0,0,0,0,1,0,0,"להשכרה דירה 3 חדרים משופצת לטווח ארוך בלבד.
מזגנים חדשים בסלון וחדרים
קרוב למרכז קניות,מתנ""ס,גנים,בתי ספר ותחבורה ציבורית"
85,דירה,עכו - נהריה,עכו,דרך השלום 17,4.0,5,4300,120.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה חדשה לגמרי מקבלן! בדירה 2 מרפסות (נוף לים), מזגנים חדשים, ממ""ד, יחידת הורים. מחסן וחנייה תת קרקעית. בבניין חדר כושר וג'ימבורי לילדים. בשכונה פארקים גדולים, מרכז מסחרי, גני ילדים, מסעדות ועוד"
86,דירה,מודיעין והסביבה,מודיעין מכבים רעות,שרה אהרונסון 5,6.0,8,7000,160.0,0,0,1,1,1,1,0,1,1,0,0,0,"***ללא תיווך ***
חדשה מקבלן!
*6 חדרים 160 מ""ר
*2 חניות
*מחסן
*מרפסת
*3 שירותים
*2 מקלחות
*כניסה פרטית בקומה
*קומה 8 מתוך 12

כניסה מיידית!
מחיר 7,000 ש""ח"
87,דירה,בקעת אונו,אור יהודה,תבור 1,3.0,8,5800,85.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירה חדשה בת שנה
בשכונה מבוקשת בית בפארק רחוב ארבל 8
בניין מטופח בקצה השכונה 
בקרבת מקום יש גנים ובית הספר
דירה בת 3 חדרים מרפסת לכוון מערב נוף פתוח"
88,בית פרטי/קוטג',מושבים בדרום,באר טוביה,הרצפלד 1,5.0,0,9500,700.0,0,0,0,0,1,1,0,1,0,0,0,0,"סלון ומטבח גדולים, יציאה למרפסת שירות לתליית כביסה הפונה לכיוון דרום מזרח"
89,דירה,רמת השרון - הרצליה,הרצליה,מרכז,4.5,2,5500,85.0,1,0,0,1,1,0,0,0,0,0,0,0,"להשכרה (לא לשותפים):
דירת 4.5 חדרים עורפית בבניין בן 9 דירות ברחוב אריה לייב יפה.
קומה 2 מתוך 3 ללא מעלית, עם חניה מקורה ומקלט משותף. שכנים מקסימים. הבניין מיועד לפינוי בינוי (אין מועד ידוע). 
2 שירותים, אמבטיה ומקלחת"
90,דירה,פרדס חנה - כרכור,פרדס חנה כרכור,אלחריזי 1,3.0,2,4200,85.0,0,0,1,1,1,1,0,1,1,0,0,0,"בפרוייקט עומרים החדש! פרוייקט רובע הברון 3 חדרים עם נוף מרהיב. מרפסת נהדרת ומחסן. מיקום מצויין, בהליכה למרכז הקניות והבילוי ""עין שמר"" הליכה לפרדס חנה התוססת. דירה נעימה ומוארת, פתוחה לנוף הרים. מזגנים חדשים בכל החדרים. מטבח מרווח ונוח, חדר כביסה מאורגן. 2 חדרי רחצה, באחד אמבטיה עם מקלחון ובחדר ההורים מקלחת עם מקלחון. תאורה מדהימה בכל הבית עם פס תאורה במטבח"
91,דו משפחתי,חולון - בת ים,חולון,תל גיבורים,2.0,0,3600,43.0,0,0,0,1,0,0,0,0,0,1,0,0,"דירה 2 חדרים קומת קרקע 43 מר עם חצר מרוצף.
 
מקום שקט וכמה דקות הליכה למרכז העיר.
שכירות 3600 לא כולל ארנונה ומים"
92,דירה,"ראשל""צ והסביבה",באר יעקב,"דרך צה""ל 1",4.0,14,6800,128.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירה חדשה מקבלן בשכונת האקליפטוס החדשה, רחוב קציר 15, פרויקט של גיא ודורון לוי. קומה 14, דירת 4 חדרים (115 מ""ר) +  הכוללת יחידת הורים + 2 חדרים (אחד ממ״ד) + מרפסת לנוף ירוק ופתוח (13 מ""ר) + חניה בחניון תת קרקעי, פיר אשפה ו-3 מעליות. מחפשים שוכרים רצינים לטווח ארוך. ניתן לקבוע לראות את הדירה"
93,דירה,קריות,קרית ים,קרית ים ב,4.0,4,3300,94.0,0,0,0,1,0,0,0,0,0,1,0,0,"דירה משופצת במצב מעולה, 4 חדרים גדולים וסלון מרווח. קרוב לבתי ספר , אוטובוסים ו 50 מטר מהים"
94,דירת גן,ירושלים והסביבה,ירושלים,עיר גנים,3.0,1,4900,150.0,0,0,0,1,1,0,1,1,0,0,0,0,"באיזור וילות צמוד לפארק 3 חדרים פלוס פינת אוכל, כניסה פרטית, חצר יפיפיה עם עצי פרי"
95,דירה,אילת והערבה,אילת,שחמון,4.0,2,4400,105.0,0,0,0,1,1,0,0,1,0,0,0,0,דירת 4 חדרים בחשמונאים   קומה שניה ללא מעלית  צמודה לבית ספר וגנים  הדירה במצב טוב ללא ריהוט   חובה צקים!
96,יחידת דיור,עמק יזרעאל,שמשית,מעיינות 13,3.0,1,3500,50.0,0,1,0,1,0,1,0,0,0,1,1,0,"יחידת דיור מקסימה, מוארת ומאווררת, 2 חדרי שינה וסלון, מזגנים, דוד שמש ומרפסת. אפשרות לריהוט. מתפנה באוגוסט"
97,דירה,באר שבע והסביבה,אופקים,"צה""ל 8",4.0,1,3100,90.0,0,0,0,1,0,1,1,0,1,0,0,0,"דירת קרקע (לא בבניין) מיקום נח קרוב להכל, כיור כפול במטבח 2 שירותים ,ללא תיווך"
98,דירה,עכו - נהריה,עכו,דרך השלום 17,4.0,2,4300,124.0,0,0,1,1,1,1,0,1,1,1,0,0,"דירה חדשה מקבלן בשכונת הכרם מול מכללת ""גליל מערבי"", מטבח בעיצוב אישי עם כיור מופרד, יחידת הורים עם מרפסת, חניה ומחסן 6מ', ג'ימבורי, חדר כושר ומעלית משא בבניין,"
99,דירה,ראש העין והסביבה,ראש העין,נחשול 10,4.0,11,6500,114.0,0,0,1,1,1,1,1,1,0,0,0,0,"אנחנו מחפשים את המשפחה שתשמור לנו על הבית שבנינו, תכננו ועיצבנו בשבילנו ונהנינו ממנו ב-4 השנים האחרונות. 
דירה מעוצבת בשכונת נופרים המבוקשת, מעל לפארק גדול וצמוד לבית ספר ייסודי וגני ילדים. 
הדירה פונה לכיוון דרום מערב מה שמבטיח אור טבעי כמעט בכל שעות היום במהלך השנה. 
כל החדרים משופצים ועוצבו מחדש בשנה האחרונה. 
מטבח מעוצב בנגרות אישית. 
חלל ציבורי גדול ופתוח. 
מרפסת ללא גג - מרפסת סוכה"
100,יחידת דיור,מושבים בשפלה,עזריקם,הרימון 1,2.5,0,2200,28.0,0,1,0,1,1,1,0,1,1,1,0,0,"יחידת דיור חמודה עם נוף לכרמים, מיקום שקט, מרוהט קומפלט"
101,דירה,קריות,קרית אתא,מרכז העיר,3.0,3,3200,89.0,0,1,0,1,1,0,0,0,1,1,0,0,"דירה בת 3 חדרים (2 חדרי שינה+סלון), 89 מ? + חנייה 1 + מחסן. 
נמצאת במרכז ק. אתא קומה 3/3 ללא מעלית.
ארנונה 715₪, ועד בית 100₪, צפי כניסה ל1.7
(קיים ריהוט בבית- ניתן להשאיר בתשלום את החדר שינה קומפלט/ סלון/ מכונת כביסה)"
102,דירה,רעננה - כפר סבא,רעננה,בן גוריון 9,4.5,4,7500,121.0,0,0,1,1,1,1,1,0,1,0,0,0,"להשכרה דירת 4.5 חדרים במיקום מרכזי ושקט.דירה מוארת ומאווררת עם נוף פתוח,כולל מזגן בכל חדר,מרפסת שירות ומרפסת שמש וחניה פרטית.הבניין מתוחזק היטב עם שני מחסנים משותפים ומקלט מסודר.לא בשבת"
103,דירה,באר שבע והסביבה,באר שבע,שכונה ד,2.5,2,2350,52.0,0,0,0,1,0,0,1,0,0,1,0,0,"דירה מהממת ויפיפייה, מעוצבת ומושקעת, שופצה כחדשה זה עתה, מרווחת (2.5 חדרים במקורה), מוארת, נעימה, שקטה וביתית. צמודה לבית הקפה שבפינת רינגלבלום, על יד כל המסעדות ברחוב, במרחק 5 דקות משער 90 של האוניברסיטה. חניה חופשית בשפע צמוד לבניין. סלון גדול, מטבח נפרד ומרווח, חדר שינה גדול, שירותים ואמבטיה. מצוינת לסטודנטים, קלאסית לזוגות – ממש שווה לראות"
104,דירה,"ראשל""צ והסביבה",ראשון לציון,שרירא שמואל,4.0,5,6500,100.0,0,0,1,1,1,1,0,1,0,0,0,0,דירת 4 חדרים בבניין שעבר תמא הדירה חדשה מקבלן קומה 5/7 יש מעלית חניה מרפסת שכנים טובים שכונה שקטה בתי ספר ותחבורה ציבורית בקרבת מקום כניסה מיידית
105,דירה,"ראשל""צ והסביבה",ראשון לציון,כצנלסון,3.5,2,5000,100.0,0,0,0,1,1,0,0,0,0,0,1,0,"להשכרה: ברח' רוטשילד.
פרטי, לא מתיווך.
דירת 3.5 חדרים + מרפסת שירות
ענקית כ-100 מטר
קומה 2 מתוך 4 ללא מעלית
3 כיווני אוויר צפון-דרום-מערב
חנייה פרטית.
מטבח ענק.
2 שירותים.
דוד שמש.
רשתות בחדרים.
מזגנים בכל חדר ובסלון.
ארון ענק בחדר השינה.
מרחק הליכה מבתי ספר , גני ילדים, קניונים ומרכזי קניות (ממש הכל מתחת לבית) וקרוב לצירי תנועה מרכזיים ותחבורה ציבורית!
מחיר: 5,000 ש״ח
כניסה מידיית
שכירות לטווח ארוך"
106,דירה,נס ציונה - רחובות,רחובות,בנימין;נורדאו,3.0,4,5000,65.0,0,1,1,1,1,0,0,0,0,0,1,0,"דירת 3 חדרים מטופחת
מעלית וחניה עם שלט
מטבח חדש
מרפסת שרות גדולה
מזגן בסלון ובחדר שינה
דוד שמש וגז
עורפית ומאוד שקטה
הבנין מטופח
מרכז העיר
כניסה ב 1.8 (גמיש) לא למתווכים פירוט הריהוט: ארון גדול בחדר שינה"
107,וילה,באר שבע והסביבה,להבים,אנפה,5.0,0,6500,175.0,0,1,0,1,1,1,0,1,1,1,0,0,"להשכרה בלהבים דירה יפה ,מוארת ,4 חדרים +סלון . בנוסף קיימת פינת משפחה מרווחת מאוד .ביחדת הורים קיים חדר ארונות וחדר רחצה ניפרד.
חניה פרטית לשתי מכוניות שמגיעה עד פתח הבית (עד המטבח).
מזגנים וארונות בכל החדרים .מערכת אזעקה . חצר גדולה ,בנוי 175 מר .על מגרש 650 מר .הבית ברחוב פנימי , שקט מאוד , 5 דקות הליכה
מהסופר ,הדואר,מהמרכז המיסחרי ,ופארק גדול .כניסה גמיש החל מתחילת חודש יולי . פירוט הריהוט: ארונות בכל החדרים"
